path_name,path_length,children,distances,parent
1,740.9927915523147,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 24, 25, 45, 46, 47, 50, 52, 76, 82]","[641.969379728146, 605.1605682686472, 502.14027550952346, 467.2359951423707, 424.40620991851347, 384.1556003675536, 365.36358653339204, 352.23942420832714, 328.94683564895377, 328.94683564895377, 219.85492903089215, 167.10152405814318, 136.85713985654752, 36.24935143445823, 27.211971414215657, 0.0, 0.0, 0.0]",
2,24.241041668400296,[],[],Path 1 [undefined]
3,5.13055873136777,[],[],Path 1 [undefined]
4,10.125656683521745,[],[],Path 1 [undefined]
5,8.0,[],[],Path 1 [undefined]
6,8.39551924468256,[],[],Path 1 [undefined]
7,4.590726933797827,[],[],Path 1 [undefined]
8,9.417779587635716,[],[],Path 1 [undefined]
9,6.0,[],[],Path 1 [undefined]
10,286.48056652273414,"[11, 15, 19, 20, 21, 22, 23]","[208.84716286549698, 183.17914849858735, 169.83376161481172, 143.6053835293296, 107.78841992587792, 73.83476446956146, 51.92895608103024]",Path 1 [undefined]
11,30.43857261327735,"[12, 13]","[13.6065082667571, 6.463798323582284]",Path 10 [undefined]
12,7.810045648487504,[],[],Path 11 [undefined]
13,9.51115183087158,[14],[3.5331905760273776],Path 11 [undefined]
14,5.057047147144179,[],[],Path 13 [undefined]
15,37.06810647069662,"[16, 18]","[17.64851567150175, 4.083945778178112]",Path 10 [undefined]
16,13.689934634358234,[17],[5.317399976726345],Path 15 [undefined]
17,2.2560225487901184,[],[],Path 16 [undefined]
18,8.679244210754593,[],[],Path 15 [undefined]
19,25.480206887224924,[],[],Path 10 [undefined]
20,99.73848006666421,[],[],Path 10 [undefined]
21,33.71931161999551,[],[],Path 10 [undefined]
22,13.662579629456053,[],[],Path 10 [undefined]
23,15.94710604565672,[],[],Path 10 [undefined]
24,51.02236950565036,[],[],Path 1 [undefined]
25,343.1674688242006,"[26, 27, 28, 33, 34, 35, 39, 40, 44]","[279.7591226766695, 254.18259004795297, 234.27726738031612, 221.01708094096773, 154.16579211657503, 145.1153366827509, 136.52529769293741, 120.33399290299518, 67.95005315469429]",Path 1 [undefined]
26,17.778933515488745,[],[],Path 25 [undefined]
27,6.816914215179664,[],[],Path 25 [undefined]
28,75.09373205174762,"[29, 30, 32]","[59.4537840754993, 21.15945807936175, 12.98815925519896]",Path 25 [undefined]
29,11.457698729498851,[],[],Path 28 [undefined]
30,54.33760358499063,[31],[24.628653727219262],Path 28 [undefined]
31,9.561400384849751,[],[],Path 30 [undefined]
32,11.226097944410885,[],[],Path 28 [undefined]
33,20.984680543123407,[],[],Path 25 [undefined]
34,10.26241216651333,[],[],Path 25 [undefined]
35,64.6784628322309,"[36, 38]","[35.20250902083036, 3.000097303445326]",Path 25 [undefined]
36,23.641835972013503,[37],[4.1802760101673435],Path 35 [undefined]
37,10.072166030306485,[],[],Path 36 [undefined]
38,44.523922530262865,[],[],Path 35 [undefined]
39,12.124415163682482,[],[],Path 25 [undefined]
40,54.784555780565434,"[41, 42, 43]","[43.38762231723882, 40.37850735253419, 7.926118598487076]",Path 25 [undefined]
41,5.0,[],[],Path 40 [undefined]
42,5.185867806983708,[],[],Path 40 [undefined]
43,12.326573594772235,[],[],Path 40 [undefined]
44,17.345891219445488,[],[],Path 25 [undefined]
45,12.89441771443244,[],[],Path 1 [undefined]
46,26.417065749074762,[],[],Path 1 [undefined]
47,220.39904687709074,"[48, 49]","[178.51642345633593, 36.855876393303504]",Path 1 [undefined]
48,3.8176311332766666,[],[],Path 47 [undefined]
49,18.513649449559715,[],[],Path 47 [undefined]
50,23.62529406370151,[51],[16.329856255069373],Path 1 [undefined]
51,3.2296772643109772,[],[],Path 50 [undefined]
52,790.715001241018,"[53, 54, 55, 56, 57, 60, 61, 62, 63, 64, 65, 66, 67, 69]","[701.6394776780345, 588.2348794239558, 573.364776931041, 525.0047338848997, 357.88001974449975, 225.08841557941048, 198.71170026942727, 170.94693425976402, 137.8060113541404, 122.27494405476415, 108.50174115287798, 95.61402916791202, 70.44185418358072, 39.92304991001682]",Path 1 [undefined]
53,12.420916627404914,[],[],Path 52 [undefined]
54,62.633451298313794,[],[],Path 52 [undefined]
55,11.984109456223146,[],[],Path 52 [undefined]
56,11.485759363397925,[],[],Path 52 [undefined]
