Assigned value,Average branch length,Average contraction,Average fractal dimension,Average fragmentation,Average partition asymmetry,Average remote bif. angle,Highest path order,Average spine/varicosity density,Depth,Height,Length of inner branches,Cable length,No. of branch points,No. of branches,No. of fitted paths,No. of inner branches,No. of total nodes,No. of paths,No. of primary branches,No. of spines/varicosities,No. of terminal branches,No. of tips,Path mean radius,Length of primary branches,Horton-Strahler number,Horton-Strahler bifurcation ratio,Length of terminal branches,Width,Sholl: Sum,Sholl: Max,Sholl: No. maxima,Sholl: No. secondary maxima,Sholl: Degree of Polynomial fit,Root_Distance,X,Y
0.0,31.77593891486362,0.9457670751051875,1.0131302013404953,29.51937984496124,0.5896793216120947,80.17800653107456,4,0.0,0.0,837.0,526.2342363566955,4099.096120017404,64,129,0,13,3680,66,3,0,66,66,1.1119750545293643,30.706974172299418,4,1.790964590964591,2034.8611059370285,426.0,2608.0,15.0,1,2,20,1.1278741064497386,1561.0,1235.0
